koi_disposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_incl,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_bin_oedp_sig,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sra_err,koi_fwm_sdec,koi_fwm_sdec_err,koi_fwm_srao,koi_fwm_srao_err,koi_fwm_sdeco,koi_fwm_sdeco_err,koi_fwm_prao,koi_fwm_prao_err,koi_fwm_pdeco,koi_fwm_pdeco_err,koi_dicco_mra,koi_dicco_mra_err,koi_dicco_mdec,koi_dicco_mdec_err,koi_dicco_msky,koi_dicco_msky_err,koi_dikco_mra,koi_dikco_mra_err,koi_dikco_mdec,koi_dikco_mdec_err,koi_dikco_msky,koi_dikco_msky_err,label
FALSE POSITIVE,0,1,0,0,17.177328207,2.465e-06,-2.465e-06,170.54643,0.000118,-0.000118,2455003.546,0.000118,-0.000118,0.267,0.015,-0.018,7.6702,0.0103,-0.0103,24419.0,21.0,-21.0,0.143884,0.000132,-0.000184,0.4427,0.00597,-0.00659,15.29,4.95,-1.65,0.1327,89.2,720.0,63.7,62.58,-19.71,19.042,0.257,-0.257,0.0,0.0,0.2889,0.3511,216.26788,1431.6127,1357.5,1,79.0,1.0,0.0905,6032.0,189.0,-210.0,4.485,0.054,-0.216,-0.06,0.25,-0.3,0.973,0.315,-0.105,1.055,0.139,-0.139,291.5563,38.446289,14.923,15.401,14.851,14.719,14.616,13.671,13.369,13.246,,19.43707784,2.1e-07,38.446321,2e-06,-0.3747,0.0089,0.1115,0.0072,,,0.0208,0.0018,0.005,0.076,-0.204,0.073,0.204,0.073,0.032,0.069,0.053,0.068,0.062,0.069,1
CONFIRMED,0,0,0,0,7.064252021,7.066e-06,-7.066e-06,135.379512,0.000814,-0.000814,2454968.38,0.000814,-0.000814,0.752,0.047,-0.51,1.3867,0.0291,-0.0291,728.9,16.2,-16.2,0.027117,6e-06,-0.002628,7.67154,14.85977,-4.16722,2.37,0.15,-0.13,0.0677,88.42,769.0,82.76,18.58,-14.39,27.3,13.2,-13.2,0.0,0.0,0.1496,0.5746,7.927482,40.032463,52.5,2,185.0,2.0,0.6845,5076.0,101.0,-101.0,4.55,0.036,-0.05,0.1,0.15,-0.15,0.799,0.051,-0.043,0.827,0.043,-0.043,290.51648,43.08382,14.196,14.902,14.138,13.894,13.779,12.767,12.329,12.246,0.013,19.3677711,5.5e-06,43.083815,6e-05,0.2,0.22,-0.02,0.22,-9e-05,0.00015,0.00021,0.00016,0.02,0.11,-0.18,0.13,0.18,0.13,0.02,0.11,-0.01,0.14,0.03,0.12,0
CANDIDATE,0,0,0,0,53.71798494,6.523e-05,-6.523e-05,208.08042,0.000916,-0.000916,2455041.08,0.000916,-0.000916,0.93,0.009,-0.006,4.104,0.0704,-0.0704,3153.5,53.7,-53.7,0.066227,0.002221,-0.001826,0.92917,0.05592,-0.13522,155.12,5.52,-31.32,0.4274,88.98,1550.0,1363.11,161.12,-575.29,52.14,3.1,-3.1,0.0,0.0,0.1778,0.5473,27.122505,93.36434,103.0,1,26.0,1.0,0.0357,4959.0,52.0,-119.0,2.332,0.161,-0.038,0.07,0.05,-0.35,21.449,0.764,-4.331,3.601,0.025,-0.403,282.88269,43.191952,14.708,15.217,14.661,14.49,14.41,13.486,13.133,13.113,0.002,18.858843,3.8e-06,43.192058,4.2e-05,-0.12,0.15,0.39,0.15,0.00097,0.00067,-0.00062,0.00081,-0.181,0.082,-0.03,0.11,0.183,0.086,-0.099,0.078,0.06,0.13,0.113,0.084,2
FALSE POSITIVE,1,0,0,0,43.501748,0.002151,-0.002151,164.2859,0.0302,-0.0302,2454997.286,0.0302,-0.0302,0.909,0.048,-0.672,10.755,0.956,-0.956,167.1,20.0,-20.0,0.01487,0.002079,-0.003463,0.02719,0.40625,-0.02043,10.1,0.91,-0.82,0.2587,86.27,996.0,232.53,61.85,-45.53,13.96,7.0,-7.0,0.0,0.0,0.0744,0.6914,3.3025885,7.4894543,9.5,2,24.0,2.0,0.3348,4604.0,74.0,-54.0,2.936,0.013,-0.012,0.3,0.1,-0.15,6.221,0.559,-0.509,1.218,0.226,-0.185,285.67288,44.11673,12.495,13.407,12.406,12.104,11.919,10.79,10.235,10.136,0.21,19.0448656,7e-06,44.116792,8.2e-05,0.29,0.27,0.22,0.3,-0.00012,0.00013,-5e-05,0.00015,0.11,0.17,-0.04,0.19,0.11,0.18,0.16,0.19,0.08,0.23,0.18,0.23,1
CONFIRMED,0,0,0,0,19.44639139,2.559e-05,-2.559e-05,170.10238,0.00105,-0.00105,2455003.102,0.00105,-0.00105,0.813,0.067,-0.566,3.6227,0.0558,-0.0558,926.0,12.0,-12.0,0.031094,0.001709,-0.003128,0.88322,2.66744,-0.40359,3.24,0.89,-0.48,0.1355,88.21,681.0,50.73,40.8,-18.03,26.0,11.2,-11.2,0.0,0.0,0.2787,0.3728,13.428069,73.35643,82.4,2,67.0,1.0,0.1882,5815.0,157.0,-174.0,4.421,0.12,-0.18,-0.3,0.3,-0.3,0.954,0.261,-0.14,0.875,0.121,-0.08,297.2789,43.724018,14.248,14.763,14.211,14.028,13.955,13.041,12.708,12.658,0.127,19.818594,5e-06,43.724029,4.8e-05,0.0,0.19,0.03,0.17,8e-05,0.00018,-0.00018,0.00016,-0.12,0.14,0.06,0.1,0.13,0.12,-0.04,0.15,-0.07,0.1,0.08,0.13,0
CONFIRMED,0,0,0,0,6.91986988,2.766e-05,-2.766e-05,134.11594,0.0034,-0.0034,2454967.116,0.0034,-0.0034,0.819,0.009,-0.582,3.4253,0.0864,-0.0864,170.1,7.4,-7.4,0.013367,0.001335,-0.001524,0.31338,1.0303,-0.0898,1.39,0.38,-0.2,0.068,84.93,961.0,201.41,162.02,-71.55,9.26,4.3,-4.3,0.0,0.0,0.2787,0.3728,3.9799798,21.593683,25.6,2,193.0,2.0,0.7142,5815.0,157.0,-174.0,4.421,0.12,-0.18,-0.3,0.3,-0.3,0.954,0.261,-0.14,0.875,0.121,-0.08,297.2789,43.724018,14.248,14.763,14.211,14.028,13.955,13.041,12.708,12.658,0.398,19.81861,1.7e-05,43.72405,0.00016,0.61,0.67,0.09,0.59,-8e-05,0.00011,-4e-05,9.2e-05,-0.04,0.49,0.13,0.33,0.14,0.44,0.03,0.49,-0.01,0.33,0.03,0.55,0
CANDIDATE,0,0,0,0,105.8817667,0.0001312,-0.0001312,156.97935,0.00101,-0.00101,2454989.979,0.00101,-0.00101,0.539,0.044,-0.149,18.044,0.102,-0.102,1556.3,6.3,-6.3,0.037215,0.000163,-0.000828,0.10581,0.02772,-0.01445,10.16,0.94,-1.27,0.4785,89.22,595.0,29.64,7.72,-8.11,39.7,10.4,-10.4,0.0,0.0,0.291,0.3469,70.941826,183.4728,301.8,1,14.0,1.0,0.0128,5903.0,79.0,-79.0,3.757,0.078,-0.052,-0.14,0.15,-0.15,2.499,0.233,-0.311,1.301,0.091,-0.122,291.49722,42.728481,10.775,11.144,10.722,10.617,10.574,9.692,9.443,9.387,0.0,19.4331342,1.1e-06,42.728722,1.2e-05,-0.574,0.043,0.872,0.044,0.000739,7.6e-05,-0.000833,8.5e-05,-1.36,0.72,1.27,0.86,1.87,0.79,-1.45,0.8,1.6,1.0,2.16,0.93,2
CONFIRMED,0,0,0,0,16.6658994,2.97e-05,-2.97e-05,180.20215,0.00145,-0.00145,2455013.202,0.00145,-0.00145,0.429,0.042,-0.399,4.1934,0.0544,-0.0544,754.2,13.4,-13.4,0.025297,0.000143,-0.000891,1.54151,0.59676,-0.0955,2.85,0.44,-0.16,0.1313,89.13,702.0,57.31,24.71,-10.15,28.3,11.0,-11.0,0.0,0.0,0.2436,0.4458,10.413574,48.86812,60.8,2,59.0,2.0,0.7,5674.0,103.0,-114.0,4.446,0.034,-0.128,0.48,0.05,-0.15,1.032,0.159,-0.057,1.086,0.05,-0.066,284.52118,41.629601,14.387,14.948,14.317,14.146,14.067,13.143,12.773,12.677,0.386,18.968083,6e-06,41.629685,6.6e-05,0.15,0.24,0.31,0.24,-0.0001,0.00018,-0.00011,0.00018,-0.04,0.14,0.007,0.094,0.04,0.14,-0.03,0.14,0.222,0.097,0.223,0.098,0
CONFIRMED,0,0,0,0,4.16696628,4.067e-06,-4.067e-06,169.715517,0.000744,-0.000744,2455002.716,0.000744,-0.000744,0.022,0.315,-0.022,2.7535,0.0249,-0.0249,877.7,12.2,-12.2,0.026616,0.000517,-0.000205,1.82708,0.07723,-0.31057,2.74,0.34,-0.22,0.0492,89.89,1053.0,291.34,97.66,-59.91,11.881,0.502,-0.502,0.0,0.0,0.2291,0.4603,10.456938,57.862125,80.1,3,323.0,1.0,0.966,5456.0,81.0,-81.0,4.45,0.072,-0.096,0.14,0.15,-0.15,0.943,0.115,-0.077,0.914,0.052,-0.046,296.77191,41.755539,14.883,15.455,14.835,14.638,14.544,13.586,13.231,13.206,0.01,19.7847944,3.9e-06,41.755582,4e-05,0.02,0.16,0.15,0.14,0.00022,0.00014,0.00012,0.00013,-0.14,0.11,-0.028,0.099,0.14,0.11,-0.061,0.098,0.25,0.1,0.26,0.11,0
FALSE POSITIVE,1,0,1,0,0.535224793,1.251e-06,-1.251e-06,131.73629,0.00245,-0.00245,2454964.736,0.00245,-0.00245,0.017,0.405,-0.017,3.3402,0.0703,-0.0703,228.7,6.1,-6.1,0.013487,0.000444,-0.000243,0.17739,0.00551,-0.02871,1.09,0.1,-0.12,0.0115,89.31,1783.0,2385.75,848.13,-680.45,1.3901,0.0432,-0.0432,0.0,0.0,0.1731,0.5396,3.5695763,7.3476577,48.8,2,1469.0,2.0,1.0,5044.0,151.0,-136.0,4.551,0.078,-0.048,-0.28,0.3,-0.3,0.738,0.072,-0.079,0.708,0.1,-0.05,292.37903,39.435841,14.937,15.674,14.885,14.621,14.465,13.434,13.012,12.905,0.215,19.491913,2.5e-05,39.43553,0.00031,-0.9,1.0,-1.1,1.1,5.4e-05,7.1e-05,5.7e-05,7.7e-05,-6.369,0.071,-5.12,0.16,8.17,0.11,-6.544,0.067,-5.18,0.13,8.345,0.098,1
CONFIRMED,0,0,0,0,11.46347165,1.706e-05,-1.706e-05,137.38521,0.00124,-0.00124,2454970.385,0.00124,-0.00124,0.103,0.302,-0.103,2.599,0.0396,-0.0396,1048.6,20.1,-20.1,0.029133,0.000767,-0.000448,5.91602,0.23398,-1.66656,3.0,0.37,-0.24,0.0966,89.83,752.0,75.57,25.34,-15.54,34.51,1.4,-1.4,0.0,0.0,0.2291,0.4603,7.5991235,39.453987,56.5,3,108.0,2.0,0.6605,5456.0,81.0,-81.0,4.45,0.072,-0.096,0.14,0.15,-0.15,0.943,0.115,-0.077,0.914,0.052,-0.046,296.77191,41.755539,14.883,15.455,14.835,14.638,14.544,13.586,13.231,13.206,0.071,19.7848093,5.5e-06,41.755594,5.5e-05,0.62,0.22,0.19,0.2,-0.00034,0.00023,0.0001,0.00022,-0.06,0.12,-0.2,0.15,0.21,0.15,0.02,0.11,0.1,0.14,0.1,0.14,0
CONFIRMED,0,0,0,0,39.6034,0.000269,-0.000269,168.07114,0.00532,-0.00532,2455001.071,0.00532,-0.00532,0.166,0.294,-0.166,6.487,0.15,-0.15,572.7,23.1,-23.1,0.021546,0.000802,-0.00073,1.25339,0.09785,-0.4786,2.22,0.27,-0.18,0.2208,89.8,497.0,14.47,4.84,-2.98,47.01,3.7,-3.7,0.0,0.0,0.2291,0.4603,6.421274,13.178303,25.8,3,31.0,3.0,0.9272,5456.0,81.0,-81.0,4.45,0.072,-0.096,0.14,0.15,-0.15,0.943,0.115,-0.077,0.914,0.052,-0.046,296.77191,41.755539,14.883,15.455,14.835,14.638,14.544,13.586,13.231,13.206,0.146,19.784781,1.6e-05,41.75556,0.00016,-0.53,0.66,0.06,0.56,0.0,0.015,0.0,0.02,-0.53,0.29,-0.45,0.83,0.7,0.64,-0.42,0.39,-0.14,0.44,0.44,0.4,0
CONFIRMED,0,0,0,0,2.940304817,4.738e-06,-4.738e-06,169.90496,0.00125,-0.00125,2455002.905,0.00125,-0.00125,0.825,0.003,-0.62,2.7226,0.0368,-0.0368,472.4,10.0,-10.0,0.022515,5.8e-05,-0.002661,0.28494,0.98189,-0.00749,2.59,0.38,-0.27,0.0397,80.64,1256.0,588.66,245.83,-153.26,5.07,2.5,-2.5,0.0,0.0,0.2193,0.4785,5.718509,38.672123,51.8,4,353.0,1.0,0.8335,5527.0,111.0,-111.0,4.376,0.099,-0.11,0.26,0.15,-0.15,1.054,0.152,-0.11,0.964,0.063,-0.047,283.36841,41.821861,14.532,15.093,14.445,14.292,14.155,13.17,12.883,12.793,0.488,18.8912173,6.5e-06,41.821898,8.2e-05,-0.38,0.26,0.14,0.3,9e-05,0.00012,-6e-05,0.00014,0.022,0.097,-0.08,0.15,0.08,0.15,-0.03,0.11,0.07,0.15,0.08,0.15,0
CONFIRMED,0,0,0,0,5.378868001,7.69e-06,-7.69e-06,169.61512,0.00118,-0.00118,2455002.615,0.00118,-0.00118,0.758,0.098,-0.532,2.7222,0.0396,-0.0396,483.4,9.1,-9.1,0.022038,2.1e-05,-0.002176,0.73018,1.42263,-0.3777,1.86,0.13,-0.09,0.056,85.81,833.0,113.59,26.04,-19.07,10.37,5.1,-5.1,0.0,0.0,0.153,0.5684,5.978721,49.556583,60.6,1,250.0,1.0,0.6092,5077.0,101.0,-101.0,4.567,0.032,-0.048,0.0,0.15,-0.15,0.774,0.051,-0.039,0.806,0.043,-0.043,282.00461,42.176529,14.005,14.64,13.955,13.732,13.63,12.647,12.155,12.129,0.268,18.8002946,6e-06,42.176497,6.4e-05,-0.51,0.24,-0.12,0.23,1e-05,0.00012,-9e-05,0.00011,0.01,0.15,0.02,0.17,0.02,0.13,0.18,0.15,-0.01,0.17,0.18,0.16,0
CONFIRMED,0,0,0,0,15.28467725,6.404e-05,-6.404e-05,175.62345,0.00313,-0.00313,2455008.623,0.00313,-0.00313,0.774,0.13,-0.544,6.0768,0.0967,-0.0967,321.3,9.6,-9.6,0.017992,0.001766,-0.001677,0.16706,0.38744,-0.11413,2.7,0.43,-0.53,0.1224,86.51,852.0,124.4,53.02,-48.07,12.73,5.9,-5.9,0.0,0.0,0.26,0.4133,6.3766456,32.531273,38.1,1,88.0,1.0,0.0254,5763.0,86.0,-78.0,4.181,0.162,-0.108,0.16,0.15,-0.15,1.374,0.219,-0.268,1.045,0.09,-0.073,296.03198,42.14196,14.519,14.946,14.449,14.336,14.216,13.328,12.999,12.936,0.008,19.7354718,9.9e-06,42.14174,0.00011,0.23,0.4,-0.8,0.41,-0.00013,0.00012,0.00019,0.00013,0.23,0.19,0.02,0.23,0.23,0.19,0.09,0.2,-0.27,0.24,0.28,0.24,0
FALSE POSITIVE,0,1,0,0,73.506021,0.002117,-0.002117,163.5692,0.0247,-0.0247,2454996.569,0.0247,-0.0247,0.473,0.483,-0.269,5.734,0.5,-0.5,485.6,48.6,-48.6,0.020665,0.000753,-0.001628,2.4325,1.634,-0.79407,2.37,0.75,-0.3,0.356,89.69,471.0,11.66,11.16,-4.15,88.6,29.7,-29.7,0.0,0.0,0.302,0.319,3.7525163,7.278912,11.3,2,12.0,2.0,0.5856,6215.0,194.0,-259.0,4.44,0.065,-0.208,-0.06,0.25,-0.35,1.052,0.332,-0.133,1.111,0.153,-0.153,297.4809,46.589142,15.42,15.848,15.345,15.236,15.142,14.268,13.968,13.885,0.495,19.832087,3.3e-05,46.58902,0.0004,1.0,1.2,-0.4,1.4,-0.00055,0.0006,0.0001,0.00071,0.02,0.99,1.1,1.1,1.1,1.1,0.01,0.96,0.8,1.1,0.8,1.1,1
CONFIRMED,0,0,0,0,21.05349939,8.981e-05,-8.981e-05,171.92457,0.00278,-0.00278,2455004.925,0.00278,-0.00278,0.008,0.393,-0.008,7.1605,0.0896,-0.0896,496.6,13.3,-13.3,0.02018,0.000575,-0.000349,0.514,0.02575,-0.12855,2.75,0.44,-0.44,0.1502,89.98,731.0,67.48,28.41,-22.44,22.92,1.1,-1.1,0.0,0.0,0.2602,0.4096,10.365478,30.000671,39.1,3,60.0,2.0,0.0055,5751.0,78.0,-78.0,4.254,0.143,-0.104,0.14,0.15,-0.15,1.247,0.2,-0.2,1.018,0.081,-0.065,294.28098,42.29097,14.854,15.349,14.805,14.642,14.564,13.601,13.282,13.214,0.232,19.6187202,8.8e-06,42.290967,8.9e-05,-0.47,0.35,-0.01,0.32,0.00023,0.00018,0.0,0.00017,-0.06,0.24,0.51,0.28,0.51,0.25,-0.12,0.26,0.47,0.25,0.48,0.21,0
CONFIRMED,0,0,0,0,127.905412,0.000319,-0.000319,246.46401,0.00176,-0.00176,2455079.464,0.00176,-0.00176,0.47,0.096,-0.255,14.475,0.137,-0.137,4020.6,25.0,-25.0,0.058973,0.002925,-0.001137,0.3041,0.11539,-0.02046,8.03,1.29,-1.29,0.5001,89.58,401.0,6.09,2.56,-2.03,64.1,24.3,-24.3,0.0,0.0,0.2602,0.4096,54.063396,136.66364,171.0,3,10.0,1.0,0.5067,5751.0,78.0,-78.0,4.254,0.143,-0.104,0.14,0.15,-0.15,1.247,0.2,-0.2,1.018,0.081,-0.065,294.28098,42.29097,14.854,15.349,14.805,14.642,14.564,13.601,13.282,13.214,0.451,19.6187329,1.9e-06,42.290969,1.9e-05,0.036,0.075,-0.005,0.07,-0.00027,0.00045,1e-05,0.00053,-0.02,0.12,0.13,0.11,0.13,0.11,-0.02,0.12,0.1,0.11,0.11,0.11,0
CONFIRMED,0,0,0,0,6.21716039,1.899e-05,-1.899e-05,131.71857,0.00257,-0.00257,2454964.719,0.00257,-0.00257,0.333,0.096,-0.333,4.4289,0.0641,-0.0641,211.2,9.2,-9.2,0.013325,0.000383,-0.000456,0.53208,0.14036,-0.07431,1.81,0.3,-0.29,0.0666,88.14,1098.0,343.21,144.51,-114.12,10.28,2.7,-2.7,0.0,0.0,0.2602,0.4096,4.5282426,17.107796,25.0,3,202.0,3.0,0.3444,5751.0,78.0,-78.0,4.254,0.143,-0.104,0.14,0.15,-0.15,1.247,0.2,-0.2,1.018,0.081,-0.065,294.28098,42.29097,14.854,15.349,14.805,14.642,14.564,13.601,13.282,13.214,0.605,19.618734,1.7e-05,42.29088,0.00017,0.08,0.67,-0.32,0.61,-2e-05,0.00012,6e-05,0.00011,0.36,0.24,-0.29,0.25,0.46,0.28,0.33,0.23,-0.33,0.26,0.47,0.25,0
FALSE POSITIVE,0,1,0,0,21.05647572,1.976e-05,-1.976e-05,171.133613,0.000698,-0.000698,2455004.134,0.000698,-0.000698,0.938,0.001,-0.655,1.238,0.0732,-0.0732,1293.6,33.2,-33.2,0.041349,0.000584,-0.007408,8.65268,151.91348,-0.85512,5.05,0.86,-0.43,0.154,89.09,732.0,67.74,31.94,-15.84,58.8,28.7,-28.7,0.0,0.0,0.3029,0.3239,11.144248,46.813686,52.1,1,61.0,1.0,0.855,6156.0,110.0,-135.0,4.381,0.054,-0.126,0.0,0.15,-0.15,1.118,0.191,-0.095,1.092,0.089,-0.073,286.87967,39.378391,14.169,14.672,14.117,13.953,13.861,12.968,12.679,12.602,0.111,19.1253041,6.2e-06,39.378394,7.4e-05,-0.27,0.26,0.01,0.27,0.00032,0.0005,-0.00026,0.00059,0.03,0.1,-0.19,0.14,0.19,0.13,0.02,0.11,-0.38,0.13,0.39,0.13,1
FALSE POSITIVE,0,1,1,0,31.80514278,4.189e-05,-4.189e-05,186.38905,0.00105,-0.00105,2455019.389,0.00105,-0.00105,1.289,6.119,-0.191,7.6213,0.0559,-0.0559,4675.3,34.3,-34.3,0.369469,6.104562,-0.175551,0.06061,0.43486,-0.00548,34.82,8.75,-2.91,0.1934,85.0,553.0,22.05,16.39,-5.46,14.8,7.1,-7.1,0.0,0.0,0.2965,0.3342,46.462097,190.76132,161.3,1,44.0,1.0,0.1938,5931.0,161.0,-161.0,4.545,0.044,-0.176,-0.28,0.3,-0.3,0.863,0.217,-0.072,0.953,0.109,-0.119,298.04453,40.086361,14.517,14.974,14.466,14.321,14.247,13.383,13.091,13.02,0.0,19.8697339,1.2e-06,40.084792,1.3e-05,4.044,0.048,-5.644,0.046,-0.01306,0.00051,0.01915,0.00064,1.599,0.08,-1.713,0.088,2.344,0.098,2.202,0.091,-2.54,0.12,3.36,0.13,1
CANDIDATE,0,0,0,0,4.57797412,4.26e-05,-4.26e-05,135.63058,0.00788,-0.00788,2454968.631,0.00788,-0.00788,0.343,0.108,-0.343,2.862,0.216,-0.216,125.4,14.8,-14.8,0.010324,0.00065,-0.000754,1.41951,0.61653,-0.62457,0.96,0.28,-0.09,0.0529,88.31,1024.0,259.36,225.65,-70.29,11.63,5.1,-5.1,0.0,0.0,0.2711,0.3858,3.0840547,7.8731127,9.6,2,227.0,2.0,0.2753,5795.0,155.0,-172.0,4.554,0.036,-0.192,-0.2,0.3,-0.3,0.848,0.252,-0.079,0.938,0.098,-0.12,297.39319,47.164631,15.302,15.839,15.252,15.072,14.946,14.105,13.697,13.622,0.957,19.826203,5.4e-05,47.16454,0.00057,-0.3,2.0,-0.3,2.1,2e-05,0.00021,3e-05,0.00022,-0.6,0.88,-1.0,0.97,1.17,0.95,-0.75,0.89,-1.02,0.97,1.26,0.94,2
FALSE POSITIVE,0,1,0,0,37.60936976,1.412e-05,-1.412e-05,190.724991,0.000281,-0.000281,2455023.725,0.000281,-0.000281,0.671,0.004,-0.005,6.8615,0.0145,-0.0145,27591.0,32.8,-32.8,0.161447,0.000257,-0.000263,0.83778,0.01072,-0.01395,15.8,4.03,-1.73,0.2115,89.03,508.0,15.8,11.92,-4.58,39.715,0.508,-0.508,0.0,0.0,0.2396,0.4415,471.58124,2048.8374,971.1,1,37.0,1.0,0.0004,5600.0,152.0,-152.0,4.483,0.075,-0.162,-0.1,0.3,-0.3,0.896,0.229,-0.098,0.889,0.104,-0.085,289.36136,40.128819,14.026,14.573,13.965,13.792,13.701,12.736,12.415,12.308,0.0,19.29076074,1.2e-07,40.1288259,1.3e-06,0.1422,0.005,0.0212,0.0046,0.0018,0.0024,0.0012,0.0031,-0.021,0.067,-0.017,0.068,0.027,0.068,0.009,0.068,-0.014,0.068,0.016,0.068,1
FALSE POSITIVE,0,1,0,0,49.26678528,2.695e-05,-2.695e-05,191.187887,0.000429,-0.000429,2455024.188,0.000429,-0.000429,8.364,67.66,-0.466,5.5692,0.0219,-0.0219,8494.0,32.8,-32.8,7.445899,67.58959,-0.465582,3.92515,126.689,-0.32222,929.36,300.9,-129.3,0.2756,83.97,538.0,19.79,18.97,-7.27,79.6,39.5,-39.5,0.0,0.0,0.2799,0.381,81.94253,316.12747,309.0,1,28.0,1.0,0.4731,5988.0,169.0,-232.0,4.382,0.087,-0.203,0.26,0.15,-0.3,1.143,0.37,-0.159,1.152,0.138,-0.152,297.77219,40.15506,14.385,14.918,14.325,14.157,14.088,13.188,12.849,12.812,0.0,19.85148432,9.7e-07,40.154945,1.1e-05,0.207,0.04,-0.414,0.04,-0.00051,0.00085,-0.0038,0.0011,-0.043,0.073,0.082,0.075,0.092,0.078,-0.019,0.072,-0.095,0.068,0.097,0.069,1
FALSE POSITIVE,0,1,1,0,3.613757526,1.037e-06,-1.037e-06,171.422542,0.000229,-0.000229,2455004.423,0.000229,-0.000229,0.812,0.003,-0.005,5.9128,0.0192,-0.0192,4872.2,9.8,-9.8,0.071239,0.000154,-0.000202,0.05632,0.00154,-0.0013,7.05,2.05,-0.73,0.0452,76.14,1182.0,461.67,398.4,-135.49,3.3877,0.0926,-0.0926,0.0,0.0,0.2965,0.3342,38.055008,492.82507,591.2,1,371.0,1.0,0.0131,5986.0,168.0,-189.0,4.498,0.065,-0.195,-0.32,0.3,-0.3,0.906,0.264,-0.094,0.942,0.117,-0.117,299.07513,40.35833,14.915,15.421,14.87,14.698,14.569,13.667,13.342,13.306,0.0,19.93837611,7.5e-07,40.3584199,1e-05,1.432,0.031,0.323,0.036,-0.00194,0.00019,0.00023,0.00024,1.098,0.074,0.79,0.075,1.353,0.08,1.034,0.068,0.715,0.069,1.257,0.069,1
CONFIRMED,0,0,0,0,7.381980206,7.158e-06,-7.158e-06,173.072659,0.00076,-0.00076,2455006.073,0.00076,-0.00076,0.096,0.283,-0.096,3.1152,0.0287,-0.0287,1433.8,15.3,-15.3,0.034222,0.000668,-0.000289,2.25264,0.05091,-0.5471,3.42,0.41,-0.27,0.0717,89.71,876.0,138.88,49.66,-29.55,18.652,0.422,-0.422,0.0,0.0,0.2327,0.4526,11.168003,87.59254,101.6,5,181.0,1.0,0.5369,5559.0,110.0,-110.0,4.47,0.068,-0.102,-0.02,0.15,-0.15,0.914,0.11,-0.07,0.899,0.061,-0.05,288.2341,40.520901,14.985,15.497,14.934,14.766,14.67,13.817,13.422,13.367,0.0,19.2155996,2.7e-06,40.520926,3.1e-05,-0.26,0.11,0.09,0.11,0.0004,0.00017,-0.00018,0.00018,0.019,0.083,0.075,0.089,0.078,0.088,0.069,0.086,0.073,0.084,0.101,0.092,0
CONFIRMED,0,0,0,0,17.58751692,2.11e-05,-2.11e-05,176.077382,0.000913,-0.000913,2455009.077,0.000913,-0.000913,0.106,0.291,-0.106,4.3773,0.0358,-0.0358,1377.8,14.0,-14.0,0.033351,0.000754,-0.000347,1.92199,0.06283,-0.45037,4.03,0.68,-0.68,0.1277,89.81,706.0,58.6,26.22,-20.18,31.56,1.0,-1.0,0.0,0.0,0.224,0.4695,16.298374,100.84191,109.4,2,76.0,1.0,0.6566,5433.0,81.0,-73.0,4.302,0.159,-0.116,0.16,0.15,-0.1,1.107,0.186,-0.186,0.896,0.062,-0.036,296.63684,43.802792,14.743,15.354,14.67,14.48,14.35,13.429,13.031,12.977,0.0,19.7757873,2.4e-06,43.802537,4.1e-05,-0.076,0.092,-0.91,0.15,-0.00021,0.00014,-0.00207,0.00022,-0.009,0.079,0.136,0.079,0.136,0.079,0.084,0.08,0.103,0.083,0.133,0.084,0
